Time (s)	Real (E)	Complex (E)
-2.321680115710187e-11	6.765436542179678e-14	-1.6432881992398632e-14
-2.3199804962985883e-11	1.118688193279629e-13	2.0912724410904078e-14
-2.3182808768869895e-11	6.962368001136971e-14	9.40060155953584e-14
-2.3165812574753907e-11	-4.069441985683122e-14	1.5346872768348609e-13
-2.314881638063792e-11	-1.4904981198951238e-13	1.8119613317100322e-13
-2.313182018652193e-11	-1.7448877499510845e-13	2.3252966910531005e-13
-2.3114823992405943e-11	-1.2783861878959872e-13	2.682169884548888e-13
-2.3097827798289955e-11	-5.267466801474027e-14	2.1908649195675748e-13
-2.3080831604173968e-11	1.701766546196579e-14	1.4933470610336981e-13
-2.306383541005798e-11	1.1335031482613249e-14	1.1978302126633434e-13
-2.3046839215941992e-11	-6.22963851522691e-14	9.49216931361204e-14
-2.3029843021826004e-11	-1.0401737199092192e-13	5.0680411384007006e-14
-2.3012846827710016e-11	-5.814283480576656e-14	2.1768304301527254e-14
-2.2995850633594028e-11	3.107305040129851e-14	2.1911628451372233e-14
-2.297885443947804e-11	7.858096885243347e-14	5.3493641181780597e-14
-2.2961858245362052e-11	3.2341162590254037e-14	1.235680923555432e-13
-2.2944862051246064e-11	-7.74797022305744e-14	1.7300056895230995e-13
-2.2927865857130077e-11	-1.673980374783868e-13	1.845254313338775e-13
-2.291086966301409e-11	-1.6722412582676861e-13	2.352928692533107e-13
-2.28938734688981e-11	-1.0641521672853561e-13	2.9633977109419017e-13
-2.2876877274782113e-11	-3.231233106548282e-14	2.6626489651650593e-13
-2.2859881080666125e-11	3.7819824108838215e-14	1.7466086712722131e-13
-2.2842884886550137e-11	3.0053403949655144e-14	1.076913157082813e-13
-2.282588869243415e-11	-6.719066077132926e-14	8.123464204433963e-14
-2.280889249831816e-11	-1.3733498530550393e-13	7.524027243308272e-14
-2.2791896304202173e-11	-1.0465596758090719e-13	8.067267145550546e-14
-2.2774900110086185e-11	-1.2402957980527979e-14	8.566078195545601e-14
